"","species_id","bwg_name","domain","kingdom","phylum","subphylum","class","subclass","ord","subord","family","subfamily","tribe","genus","species","subspecies","functional_group","predation","realm","micro_macro","barcode","names","AS1","AS2","AS3","AS4","BS1","BS2","BS3","BS4","BS5","DM1","DM2","FD1","FD2","FD3","FD4","FD5","FD6","FD7","FD8","FG1","FG2","FG3","FG4","FG5","FG6","LO1","LO2","LO3","LO4","LO5","LO6","LO7","RE1","RE2","RE3","RE4","RE5","RE6","RE7","RE8","RF1","RF2","RF3","RF4","RM1","RM2","RM3","RM4","RM5","MD1","MD2","MD3","MD4","MD5","MD6","MD7","MD8","CP1","CP2","CP3"
169,4201,"Diptera.74","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae4",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
170,4206,"Diptera.75","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae5",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
171,4211,"Diptera.76","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae6",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
172,4216,"Diptera.77","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae7",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
173,4221,"Diptera.78","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae",NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomini",3,3,3,0,0,0,3,0,0,3,1,2,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
174,4226,"Diptera.318","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chirsp1",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,2,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
175,4231,"Diptera.319","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chirsp2",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,2,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
176,4236,"Diptera.320","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chirsp3",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,2,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
177,4241,"Coleoptera.46","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Adephaga","Dytiscidae","Copelatinae",NA,"Copelatus","bimaculatus",NA,"engulfer","predator","aquatic","macro",NA,"Copelatus bimaculatus;Dytiscidae sp.1",3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,1,1,3,1,0,0,0,0,1,1,1,1,1,0,0,3,0,0,0,1,0,0,3,3,0,0,1,1,0,3,0,0,0,3,2
178,4246,"Diptera.321","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chir sp4",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,2,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
179,4251,"Diptera.322","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chirsp5",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,2,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
180,4256,"Diptera.174","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Orthocladiinae",NA,"Metriocnemus",NA,NA,"gatherer","prey","aquatic","macro",NA,"Metriocnemus sp.2",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,3,1,1,1,0,0,0,2,2,0,0,1,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0
181,4261,"Diptera.177","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Tanypodinae",NA,"Monopelopia",NA,NA,"piercer","predator","aquatic","macro",NA,"Monopelopia sp.",3,3,3,0,0,0,3,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,2,3,0,0,0,0,0,0,3,1,1,0,0,1,0,1,2,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0
182,4266,"Diptera.385","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Orthocladiinae",NA,"Eukiefferiella",NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae.Orthocladiinae.Eukifferiella.sp.;Chironomidae.Orthocladiinae.Metriocnemus sp 2",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,3,1,1,1,0,0,0,2,2,0,0,1,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0
183,4271,"Diptera.386","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Orthocladiinae",NA,"Smittia",NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae.Orthocladiinae.Smittia.sp.1",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,3,1,1,1,0,0,0,2,2,0,0,1,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0
184,4276,"Diptera.387","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Podonominae",NA,"Boreochlus",NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae.Podonominae.Boreochlus.sp.",3,3,3,0,0,0,3,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,1,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0
185,4281,"Diptera.388","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae",NA,"Paratanytarsus",NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae.Tanytarsinae.Paratanytarsus.sp.1",3,3,3,0,0,3,0,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,0,0,3,2,0,3,0,0,0,3,0,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
186,4286,"Diptera.389","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae",NA,"Stempellinella",NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae.Tanytarsinae.Stempellinella.sp",3,3,3,0,0,3,0,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,0,0,3,2,0,3,0,0,0,3,0,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
187,4291,"Diptera.390","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae",NA,"Tanytarsus","bromelicola",NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae.Tanytarsus bromelicola;Chironomidae.Tanytarsus.sp.1",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,0,0,3,2,0,3,0,1,0,3,0,0,0,1,1,0,1,2,3,1,0,0,0,3,0,0,0,0,0,0,3,3,1,0
188,4296,"Coleoptera.12","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Adephaga","Dytiscidae",NA,NA,NA,NA,NA,"engulfer","predator","aquatic","macro",NA,"Dytiscidae sp",3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,1,1,3,1,0,0,0,0,1,1,1,1,1,0,0,3,0,0,0,1,0,0,3,2,0,0,1,1,0,3,0,0,0,3,2
189,4301,"Diptera.173","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Orthocladiinae",NA,"Metriocnemus",NA,NA,"gatherer","prey","aquatic","macro",NA,"Metriocnemus sp.1",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,3,1,1,1,0,0,0,2,2,0,0,1,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0
190,4306,"Diptera.205","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae",NA,"Polypedilum",NA,NA,"gatherer","prey","aquatic","macro",NA,"Diptera.204;Polypedilum sp.",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,3,1,1,3,0,0,0,1,3,1,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
191,4311,"Diptera.256","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Tanypodinae",NA,"Larsia",NA,NA,"piercer","predator","aquatic","macro",NA,"Larsia sp.;Tanypodinae",3,3,3,0,0,3,0,0,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,3,3,0,0,2,3,0,0,0,0,0,0,3,1,1,0,0,1,0,1,2,3,1,0,0,0,3,0,0,0,0,0,0,0,3,1,0
192,4316,"Diptera.262","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae","Chironominae",NA,"Tanytarsus","bromelicola",NA,"gatherer","prey","aquatic","macro",NA,"Diptera.260;Diptera.261;Tanytarsus bromelicola",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,1,0,0,1,0,1,3,0,0,0,0,0,3,2,0,3,0,1,0,3,0,0,0,1,1,0,1,2,3,1,0,0,0,3,0,0,0,0,0,0,3,3,1,0
193,4321,"Diptera.434","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Chironomidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Chironomidae sp. 0937 =5711 =5840",3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,3,1,0,3,0,0,0,2,2,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0
194,4326,"Diptera.507","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella","fulva",NA,"engulfer","predator","aquatic","macro",NA,"CRT - IC3",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
195,4331,"Diptera.508","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella",NA,NA,"engulfer","predator","aquatic","macro",NA,"CRT - IC4",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
196,4336,"Diptera.358","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella","infuscata",NA,"engulfer","predator","aquatic","macro",NA,"Corethrella infuscata;Corethrellidae sp A (needs taxonomist may be",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
197,4341,"Diptera.359","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella",NA,NA,"engulfer","predator","aquatic","macro",NA,"Corethrella sp. B 2008;Corethrellidae sp B",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
198,4346,"Diptera.360","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella",NA,NA,"engulfer","predator","aquatic","macro",NA,"Corethrella sp. C 2008;Corethrellidae sp C",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
199,4351,"Coleoptera.2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Adephaga","Dytiscidae","Hydroporinae",NA,"Celina",NA,NA,"engulfer","predator","aquatic","macro",NA,"Celina sp",3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,1,1,3,1,0,0,0,0,1,1,1,1,1,0,0,3,0,0,0,1,0,0,3,3,0,0,1,1,0,3,0,0,0,3,2
200,4356,"Diptera.361","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella",NA,NA,"engulfer","predator","aquatic","macro",NA,"Corethrella sp. D 2008;Corethrellidae sp D",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
201,4361,"Diptera.53","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae",NA,NA,NA,NA,NA,"engulfer","predator","aquatic","macro",NA,"Chaoboridae sp. 5578",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
202,4366,"Diptera.86","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella",NA,NA,"engulfer","predator","aquatic","macro",NA,"Corethrella sp.;Corethrella sp. A",3,3,3,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
203,4371,"Diptera.485","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae",NA,NA,NA,NA,NA,"engulfer","predator","aquatic","macro",NA,"Pupa Corethrella",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
204,4376,"Diptera.88","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella",NA,NA,"engulfer","predator","aquatic","macro",NA,"Corethrella sp. 1",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
205,4381,"Diptera.85","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella",NA,NA,"engulfer","predator","aquatic","macro",NA,"Corethrella sp;Culicidae sp B;Culicidae sp B2",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
206,4386,"Diptera.84","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella",NA,NA,"engulfer","predator","aquatic","macro",NA,"Corethrella caribbeana?",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
207,4391,"Diptera.87","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella",NA,NA,"engulfer","predator","aquatic","macro",NA,"Corethrella sp.",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
208,4396,"Diptera.89","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae",NA,NA,NA,NA,NA,"engulfer","predator","aquatic","macro",NA,"Corethrellidae",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
209,4401,"Diptera.83","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae",NA,"Corethrella","belkini",NA,"engulfer","predator","aquatic","macro",NA,"Corethrella belkini",3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,NA,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
210,4406,"Coleoptera.13","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Adephaga","Dytiscidae",NA,NA,NA,NA,NA,"engulfer","predator","aquatic","macro",NA,"Dysticid sp A;Dytiscidae sp",3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,1,1,3,1,0,0,0,0,1,1,1,1,1,0,0,3,0,0,0,1,0,0,3,2,0,0,1,1,0,3,0,0,0,3,2
211,4411,"Diptera.501","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Anophelinae",NA,"Anopheles","cruzzi",NA,"filter.feeder","prey","aquatic","macro",NA,"Anopheles sp.",3,3,3,0,0,3,0,0,0,2,3,3,1,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,3,0
212,4416,"Diptera.502","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Anophelinae",NA,"Anopheles","homunculus",NA,"filter.feeder","prey","aquatic","macro",NA,"Anopheles sp.",3,3,3,0,0,3,0,0,0,2,3,3,1,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,3,0
213,4421,"Diptera.415","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","(Microculex) imitator",NA,"filter.feeder","prey","aquatic","macro",NA,"Culex (Microculex) imitator;Culicidae JP3",2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
214,4426,"Diptera.519","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","albipes",NA,"filter.feeder","prey","aquatic","macro",NA,"Culex (Mcx.) sp8",2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
215,4431,"Diptera.518","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","aphylactus",NA,"filter.feeder","prey","aquatic","macro",NA,"Culex (Mcx.) sp6",2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
216,4436,"Diptera.517","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","(Microculex) imitator",NA,"filter.feeder","prey","aquatic","macro",NA,"Culex (Mcx.) sp1",2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
217,4441,"Diptera.520","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","inimitabilis",NA,"filter.feeder","prey","aquatic","macro",NA,"Culex (Mcx.) sp11",2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
218,4446,"Diptera.413","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex",NA,NA,"filter.feeder","prey","aquatic","macro",NA,"Culex (Microculex.) sp. 1;Culicidae JP1",2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
219,4451,"Diptera.443","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Culex","(Microculex) stonei",NA,"filter.feeder","prey","aquatic","macro",NA,"Microculex stonei",2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0
220,4456,"Acari.1","Eukaryota","Animalia","Arthropoda","Chelicerata","Arachnida","Acari",NA,NA,NA,NA,NA,NA,NA,NA,"piercer","predator","terrestrial","micro",NA,"Acari sp",1,2,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,2,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,1,0,0,3,0,0,NA,NA,NA
221,4461,"Coleoptera.10","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Adephaga","Dytiscidae","Copelatus",NA,NA,NA,NA,"engulfer","predator","aquatic","macro",NA,"Copelatus sp.",3,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,1,1,3,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3,1,0,0,3,3,0,0,1,1,0,3,0,0,0,3,2
222,4466,"Diptera.426","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Toxorhynchites","solstitiales",NA,"engulfer","predator","aquatic","macro",NA,"Culicidae JP7;Toxorhynchites solstitiales",3,3,3,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1
223,4471,"Diptera.493","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Toxorhynchites",NA,NA,"engulfer","predator","aquatic","macro",NA,NA,3,3,3,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1
224,4476,"Diptera.531","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae",NA,"Wyeomyia",NA,NA,"filter.feeder","prey","aquatic","macro",NA,"Wyeomyia (Phon.) sp4",2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,1,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0
